Name,Fall,Year,Place,Type,Mass,Lat, Long,
Northwest Africa 569,FALSE,1960,(Northwest Africa),Unknown,544 g,-85.63333,-68.7,
Northwest Africa 686,FALSE,1965,(Northwest Africa),Unknown,60 g,-85.55774,-68.33002,
Northwest Africa 1162,FALSE,1975,(Northwest Africa),Unknown,710 g,-85.25,-91,
Northwest Africa 5758,FALSE,2001,(Northwest Africa),Unknown,36 g,-84.5796,162.63182,
Northwest Africa 997,FALSE,1966,(Northwest Africa),Unknown,112 g,-84.57596,162.56264,
Northwest Africa 1122,FALSE,2011,(Northwest Africa),Unknown,182 g,-84.25681,161.40281,
Northwest Africa 5623,FALSE,1803,(Northwest Africa),Unknown,662 g,-84.21667,160.5,
Dhofar 980,FALSE,1854,Oman,Unknown,,-84,168,
Northwest Africa 2647,FALSE,1923,(Northwest Africa),Unknown,,-76.18333,157.16667,
Northwest Africa 1439,FALSE,1824,(Northwest Africa),Unknown,900 g,-86.36667,-70,
Agen,TRUE,1814,"Aquitaine, France",H5,30 kg,-86.36667,-70,
Bachmut,TRUE,1814,"Donetsk, Ukraine",L6,18 kg,-86.36667,-70,
Chail,TRUE,1814,"Uttar Pradesh, India",H6,0.5 g,-86.36667,-70,
Gurram Konda,TRUE,1814,"Andhra Pradesh, India",L6,28 g,-86.36667,-70,
Lenarto,FALSE,1814,"Vychodoslovensky, Slovakia","Iron, IIIAB",108.5 kg,-86.36667,-70,
Northwest Africa 510,FALSE,1890,(Northwest Africa),Unknown,970 g,-86.36667,-70,
Itapuranga**,FALSE,1929,"Goias, Brazil","Iron, IAB-MG",628 kg,-85.69364,-67.61795,
Northwest Africa 8167,FALSE,1840,(Northwest Africa),Unknown,435 g,-85.69012,-69.09783,
Northwest Africa 672,FALSE,1991,(Northwest Africa),Unknown,53 g,-85.65187,-68.64183,
Northwest Africa 059,FALSE,1969,"Bechar, Algeria",H3.9/4,27 kg,-84.59496,162.31879,
Northwest Africa 1300,FALSE,1843,(Northwest Africa),Unknown,62 g,-84.58523,-61.8084,
Northwest Africa 1025,FALSE,1952,(Northwest Africa),Unknown,272 g,-84.28505,161.36984,
Northwest Africa 440,FALSE,1931,(Northwest Africa),Unknown,113 g,-84.27398,161.68713,
Northwest Africa 451,FALSE,1905,(Northwest Africa),Unknown,620 g,-84.25151,161.38736,
Northwest Africa 200,FALSE,1818,(Northwest Africa),Unknown,36 g,-84,168,
Dhofar 1209,FALSE,1904,Oman,Unknown,,-86.36667,-70,
Northwest Africa 745,FALSE,1938,(Northwest Africa),Unknown,44 g,-86.36667,-70,
Chassigny,TRUE,1815,"Champagne-Ardenne, France",Martian (chassignite),4 kg,-86.36667,-70,
Durala,TRUE,1815,"Punjab, India",L6,13.2 kg,-86.36667,-70,
Dhofar 1122,FALSE,2009,Oman,Unknown,,-84.21667,160.5,
Northwest Africa 4060,FALSE,1937,(Northwest Africa),L6,292 g,-84,168,
Northwest Africa 670,FALSE,1889,(Northwest Africa),Unknown,204 g,-76.18333,157.16667,
Northwest Africa 5819,FALSE,1912,Morocco,L4,147 g,-86.36667,-70,
Wadi Qena 000,FALSE,1801,Egypt,Reserved,,-85.69629,-69.07182,
Dhofar 1172,FALSE,1997,Oman,Unknown,,-85.66528,-68.68308,
Yucca 022,FALSE,1826,USA,Unknown,1550 g,-84.57621,162.56174,
Northwest Africa 5378,FALSE,1905,(Northwest Africa),Unknown,87 g,-84.25817,161.40303,
Northwest Africa 1334,FALSE,1991,(Northwest Africa),Unknown,157 g,-84.2538,161.37158,
Dhofar 1228,FALSE,1825,Oman,Unknown,,-84.25152,161.39855,
Northwest Africa 932,FALSE,1908,(Northwest Africa),Unknown,301 g,-84.25065,161.45922,
Northwest Africa 1167,FALSE,1823,(Northwest Africa),Unknown,55.5 g,-86.53035,-123.09365,
Hachi-oji,TRUE,1817,"Kanto, Japan",H?,0.2 g,-86.36667,-70,
Northwest Africa 2191,FALSE,1801,(Northwest Africa),Unknown,,-86.36667,-70,
Glen Osborne,FALSE,1954,Australia,Doubtful meteorite,,-86.36667,-70,
Northwest Africa 5451,FALSE,1873,(Northwest Africa),Unknown,72.8 g,-85.67809,-69.05486,
Northwest Africa 405,FALSE,1802,(Northwest Africa),Unknown,1110 g,-84.60292,162.20704,
Northwest Africa 2692,FALSE,1870,(Northwest Africa),Unknown,,-84.27998,161.38837,
Northwest Africa 1031,FALSE,1937,(Northwest Africa),Unknown,54 g,-84.21667,160.5,
Northwest Africa 5449,FALSE,1938,(Northwest Africa),Unknown,92.5 g,-84.21667,160.5,
Jiddat al Harasis 738,FALSE,1963,"Al Wusta, Oman",H5,469 g,-84,168,
Northwest Africa 2050,FALSE,1836,(Northwest Africa),Unknown,,-86.56667,-165.11667,
Zaborzika,TRUE,1818,"Zhitomir, Ukraine",L6,3.87 kg,-86.36667,-70,
Seres,TRUE,1818,"Macedonia, Greece",H4,8.5 kg,-86.36667,-70,
Slobodka**,TRUE,1818,"Smolenskaya oblast', Russia",L4,2.75 kg,-86.36667,-70,
Cambria,FALSE,1818,"New York, USA","Iron, ungrouped",16.3 kg,-86.36667,-70,
Cape York**,FALSE,1818,"Nordgronland, Greenland","Iron, IIIAB",58.2 t,-86.36667,-70,
Ness County (c),FALSE,1936,"Kansas, USA",OC,399 g,-86.36667,-70,
Northwest Africa 5679,FALSE,1959,(Northwest Africa),Unknown,588 g,-86.36667,-70,
Northwest Africa 1092,FALSE,1948,(Northwest Africa),Unknown,32 g,-85.66667,175,
Northwest Africa 4069,FALSE,1881,(Northwest Africa),L6,506 g,-85.65606,-68.48118,
Northwest Africa 4139,FALSE,1852,(Northwest Africa),H6,341 g,-84.96759,-67.45956,
Northwest Africa 5259,FALSE,1918,(Northwest Africa),Unknown,67.7 g,-84.96754,-67.45964,
Northwest Africa 1830,FALSE,1855,(Northwest Africa),Unknown,208 g,-84.6278,162.00223,
Northwest Africa 1346,FALSE,1821,(Northwest Africa),Unknown,66 g,-84.27477,161.39651,
Northwest Africa 2144,FALSE,1931,(Northwest Africa),Unknown,,-84.25338,161.51454,
Dhofar 1146,FALSE,1950,Oman,Unknown,,-86.36667,-70,
Jonzac,TRUE,1819,"Poitou-Charentes, France",Eucrite-mmict,5 kg,-86.36667,-70,
Massa-Lubrense,TRUE,1819,"Campania, Italy",Doubtful meteorite,,-86.36667,-70,
Pohlitz,TRUE,1819,"Sachsen-Anhalt, Germany",L5,3 kg,-86.36667,-70,
Burlington,FALSE,1819,"New York, USA","Iron, IIIE",68 kg,-86.36667,-70,
Northwest Africa 5740,FALSE,1851,(Northwest Africa),Unknown,45 g,-85.66667,175,
Northwest Africa 5696,FALSE,1945,(Northwest Africa),Unknown,32.3 g,-85.63333,-68.7,
Dhofar 883,FALSE,1943,Oman,Unknown,,-84.34675,161.32205,
Northwest Africa 724,FALSE,1910,"Souss-Massa-Draä, Morocco",LL3,1200 g,-84.27371,161.69339,
Northwest Africa 287,FALSE,2001,(Northwest Africa),Unknown,582 g,-84.2709,161.43712,
Northwest Africa 199,FALSE,1903,(Northwest Africa),Unknown,146 g,-84.25297,161.38359,
Dhofar 1270,FALSE,1976,Oman,Unknown,,-84.23827,161.42347,
Northwest Africa 6514**,FALSE,1928,(Northwest Africa),LL(L)3.1,3.2 kg,-84,168,
Dhofar 866,FALSE,1944,Oman,Unknown,,-84,168,
Northwest Africa 1041,FALSE,1912,(Northwest Africa),Unknown,1804 g,-86.45,-165.43333,
Lixna,TRUE,1820,Latvia,H4,5.21 kg,-86.36667,-70,
Northwest Africa 5558,FALSE,1839,(Northwest Africa),Unknown,38.6 g,-85.68836,-68.33928,
Northwest Africa 659,FALSE,1858,(Northwest Africa),Unknown,188 g,-85.6881,-68.35014,
Northwest Africa 1382,FALSE,1876,(Northwest Africa),Unknown,22 g,-85.68586,-68.94273,
Northwest Africa 5506,FALSE,1947,(Northwest Africa),Unknown,260 g,-85.67981,-68.69615,
Northwest Africa 367,FALSE,1875,(Northwest Africa),Unknown,425 g,-85.67467,-69.08776,
Northwest Africa 1432,FALSE,1910,(Northwest Africa),Unknown,240 g,-85.66667,175,
Northwest Africa 2642,FALSE,1868,(Northwest Africa),Unknown,,-85.65116,-68.58636,
Dhofar 1747,FALSE,1889,"Zufar, Oman",H5,81 g,-85.33333,166.5,
Northwest Africa 4774,FALSE,1893,(Northwest Africa),LL6,9.1 g,-84.962,-67.54447,
Northwest Africa 2643,FALSE,1979,(Northwest Africa),Unknown,,-84.57641,162.08476,
Northwest Africa 143,FALSE,1972,(Northwest Africa),Unknown,227 g,-84.34467,161.47061,
Northwest Africa 1384,FALSE,1910,(Northwest Africa),Unknown,30 g,-84.27474,161.39028,
El ChiflÑn,FALSE,1858,"La Rioja, Argentina",Iron?,,-84.27391,161.68428,
Dhofar 1743,FALSE,1893,"Zufar, Oman",L4,84 g,-84.27197,161.35985,
Northwest Africa 1719,FALSE,1981,(Northwest Africa),Unknown,964 g,-76.27709,156.37311,
Dhofar 1257,FALSE,1986,Oman,Unknown,,-72.95502,160.48016,
Northwest Africa 5611,FALSE,1898,(Northwest Africa),Unknown,355 g,-72.78111,75.30583,
Northwest Africa 1298,FALSE,1883,(Northwest Africa),Unknown,153 g,-86.56667,-165.11667,
Juvinas,TRUE,1821,"Rhone-Alpes, France",Eucrite-mmict,91 kg,-86.36667,-70,
Northwest Africa 1735,FALSE,2012,(Northwest Africa),Unknown,190 g,-86.36667,-70,
Northwest Africa 088,FALSE,1959,(Northwest Africa),Unknown,124 g,-85.68991,-68.84543,
Northwest Africa 4080,FALSE,1954,(Northwest Africa),L6,99.1 g,-85.66667,175,
Northwest Africa 4057,FALSE,1996,(Northwest Africa),L3,103.4 g,-85.57644,-68.53658,
Northwest Africa 1043,FALSE,1881,(Northwest Africa),Unknown,1240 g,-84.57659,162.0846,
Northwest Africa 3182,FALSE,1860,(Northwest Africa),Unknown,,-84.27625,161.65207,
Northwest Africa 3174,FALSE,1925,(Northwest Africa),Unknown,,-84.25102,161.37055,
Northwest Africa 1632,FALSE,1892,(Northwest Africa),Unknown,35.8 g,-84,168,
Adam 000,FALSE,1918,Oman,Reserved,,-84,168,
Dhofar 879,FALSE,1900,Oman,Unknown,,-72.95506,160.43796,
Angers,TRUE,1822,"Pays de la Loire, France",L6,,-86.36667,-70,
Carlstadt,TRUE,1822,"Varmlands, Sweden",Pseudometeorite,,-86.36667,-70,
Clohars,TRUE,1822,France,L4,48.6 g,-86.36667,-70,
Äpinal,TRUE,1822,"Lorraine, France",H5,277 g,-86.36667,-70,
Futtehpur,TRUE,1822,"Uttar Pradesh, India",L6,4 kg,-86.36667,-70,
Kadonah,TRUE,1822,"Uttar Pradesh, India",H6,89 g,-86.36667,-70,
Umbala,TRUE,1822,"Punjab, India",LL5,100 g,-86.36667,-70,
Guilford County,FALSE,1822,"North Carolina, USA","Iron, IIIAB",1100 g,-86.36667,-70,
Imilac,FALSE,1822,"Antofagasta, Chile","Pallasite, PMG",920 kg,-86.36667,-70,
Northwest Africa 2052,FALSE,1833,(Northwest Africa),Unknown,,-85.6628,-68.66071,
Northwest Africa 2270,FALSE,1982,(Northwest Africa),Unknown,,-84.34646,161.32724,
Northwest Africa 5508,FALSE,1829,(Northwest Africa),Unknown,1154 g,-84.27382,161.68455,
Northwest Africa 944,FALSE,1811,(Northwest Africa),Unknown,20.4 g,-84.27294,161.71018,
Alaschan,FALSE,1905,Mongolia,Doubtful meteorite,,-84.25356,161.40979,
Northwest Africa 336,FALSE,1988,(Northwest Africa),Unknown,500 g,-84.24091,161.45851,
Northwest Africa 2745,FALSE,1800,(Northwest Africa),Unknown,,-84,168,
Northwest Africa 359,FALSE,1895,(Northwest Africa),Unknown,248 g,-72.78111,75.305,
Botschetschki,TRUE,1823,"Sumy, Ukraine",L4,614 g,-86.36667,-70,
Nobleborough,TRUE,1823,"Maine, USA",Eucrite-pmict,2.3 kg,-86.36667,-70,
Northwest Africa 353,FALSE,1949,(Northwest Africa),Unknown,270 g,-85.68144,-68.77936,
Dhofar 1752,FALSE,1995,"Zufar, Oman",H5,88 g,-85.68029,-68.75661,
Northwest Africa 795,FALSE,1977,(Northwest Africa),Unknown,592 g,-85.67925,-68.72432,
Northwest Africa 1441,FALSE,1821,(Northwest Africa),Unknown,118.2 g,-85.66088,-68.69819,
Northwest Africa 403,FALSE,1925,(Northwest Africa),Unknown,1345 g,-85.63333,-68.7,
Jiddat al Harasis 783,FALSE,1948,"Al Wusta, Oman",L4,554 g,-84.57932,162.61377,
Dhofar 1218,FALSE,1804,Oman,Unknown,,-84.34201,161.39314,
Northwest Africa 2316,FALSE,1960,(Northwest Africa),Unknown,,-84.28928,161.37015,
Northwest Africa 3260,FALSE,1825,(Northwest Africa),Unknown,,-84.27386,161.68474,
Northwest Africa 444,FALSE,1962,(Northwest Africa),Unknown,2.13 kg,-84.24915,161.40461,
Zebrak,TRUE,1824,"Stredocesky, Czech Republic",H5,2 kg,-86.36667,-70,
Renazzo,TRUE,1824,"Emilia-Romagna, Italy",CR2,1000 g,-86.36667,-70,
Tounkin,TRUE,1824,"Respublika Buryatiya, Russia",OC,2 kg,-86.36667,-70,
Northwest Africa 961,FALSE,1889,(Northwest Africa),Unknown,56 g,-85.6767,-69.08035,
Northwest Africa 571,FALSE,1939,(Northwest Africa),Unknown,14.3 g,-84.29382,161.3224,
Dhofar 1239,FALSE,1814,Oman,Unknown,,-84.272,161.36517,
Dhofar 1121,FALSE,1925,Oman,Unknown,,-84.25578,161.39972,
Northwest Africa 436,FALSE,1801,(Northwest Africa),Unknown,841 g,-76.18333,157.16667,
Honolulu,TRUE,1825,"Hawaii, USA",L5,2.42 kg,-86.36667,-70,
Nanjemoy,TRUE,1825,"Maryland, USA",H6,7.5 kg,-86.36667,-70,
Oriang,TRUE,1825,"Rajasthan, India",Doubtful meteorite,,-86.36667,-70,
Yanhuitlan,FALSE,1825,Oaxaca, Mexico,Iron,-86.36667,-70,
Northwest Africa 2664,FALSE,1972,(Northwest Africa),Unknown,,-85.68566,-68.80758,
Dhofar 1111,FALSE,1997,Oman,Unknown,,-85.6668,-69.04028,
Northwest Africa 943,FALSE,1834,(Northwest Africa),Unknown,952 g,-85.66667,175,
Northwest Africa 2408,FALSE,1991,(Northwest Africa),Unknown,,-85.15794,-94.56984,
Northwest Africa 4103,FALSE,1827,(Northwest Africa),L3,112.8 g,-84.57594,162.56943,
Northwest Africa 5243,FALSE,1851,(Northwest Africa),Unknown,1780 g,-84.2762,161.4097,
Northwest Africa 1307,FALSE,1844,(Northwest Africa),Unknown,464 g,-84.27382,161.68795,
Northwest Africa 930,FALSE,1981,(Northwest Africa),Unknown,118 g,-84.27255,161.7162,
Hughes 002,FALSE,1962,"South Australia, Australia",L6,1074 g,-76.18333,157.16667,
Galapian,TRUE,1826,"Aquitaine, France",H6,132.7 g,-86.36667,-70,
Mineo,TRUE,1826,"Sicilia, Italy",Pallasite,42 g,-86.36667,-70,
Pavlograd,TRUE,1826,"Dnepropetrovsk, Ukraine",L6,40 kg,-86.36667,-70,
Dhofar 1189,FALSE,1960,Oman,Unknown,,-86.36667,-70,
Northwest Africa 6553,FALSE,1911,(Northwest Africa),Unknown,34 g,-84.34634,161.25089,
Northwest Africa 1415,FALSE,1989,(Northwest Africa),Unknown,236 g,-84.34436,161.46749,
Northwest Africa 1023,FALSE,1964,(Northwest Africa),Unknown,492 g,-84.2491,161.43296,
Northwest Africa 1919,FALSE,1908,(Northwest Africa),Unknown,12.2 g,-84.24796,161.41655,
Northwest Africa 273,FALSE,1975,(Northwest Africa),Unknown,536 g,-84.21667,160.5,
Dhofar 895,FALSE,1897,Oman,Unknown,,-76.32861,157.22306,
Northwest Africa 1135,FALSE,1945,(Northwest Africa),Unknown,107 g,-86.71667,-141.5,
Northwest Africa 2740,FALSE,2009,(Northwest Africa),L5,53.82 kg,-86.56667,-165.11667,
Northwest Africa 5625,FALSE,1973,(Northwest Africa),Unknown,1259 g,-86.36667,-70,
Northwest Africa 3024,FALSE,1941,(Northwest Africa),Unknown,,-86.36667,-70,
Bialystok,TRUE,1827,"Bialystok, Poland",Eucrite-pmict,4 kg,-86.36667,-70,
Drake Creek,TRUE,1827,"Tennessee, USA",L6,5 kg,-86.36667,-70,
Kuli-schu,TRUE,1827,China,Doubtful meteorite,,-86.36667,-70,
Mhow,TRUE,1827,"Uttar Pradesh, India",L6,350 g,-86.36667,-70,
Grosl_e,FALSE,1827,"Rhone-Alpes, France",Pseudometeorite,52 g,-86.36667,-70,
Newstead,FALSE,1827,UK,Pseudometeorite,399 g,-86.36667,-70,
Northwest Africa 1330,FALSE,1986,(Northwest Africa),Unknown,2.45 kg,-85.67711,-69.053,
Northwest Africa 5655,FALSE,1869,(Northwest Africa),Unknown,918 g,-85.67069,-68.62513,
Northwest Africa 971,FALSE,1996,(Northwest Africa),Unknown,134.2 g,-84.28036,161.39621,
Northwest Africa 681,FALSE,1884,(Northwest Africa),Unknown,45 g,-84.27082,161.3694,
Northwest Africa 689,FALSE,1945,(Northwest Africa),Unknown,430 g,-84.26735,161.36541,
Northwest Africa 4129,FALSE,1885,(Northwest Africa),H3,42.9 g,-84.25651,161.35153,
Northwest Africa 1178,FALSE,1931,(Northwest Africa),Unknown,206 g,-84.25341,161.42077,
Northwest Africa 1720,FALSE,1855,(Northwest Africa),Unknown,60 g,-84.21667,160.5,
Northwest Africa 6561,FALSE,1853,(Northwest Africa),Unknown,200 g,-86.36667,-70,
Richmond,TRUE,1828,"Virginia, USA",LL5,1800 g,-86.36667,-70,
La Caille,FALSE,1828,"Provence-Alpes-Cote d'Azur, France","Iron, ungrouped",626 kg,-86.36667,-70,
Nauheim,FALSE,1828,Germany,Pseudometeorite,,-86.36667,-70,
Northwest Africa 1299,FALSE,1827,(Northwest Africa),Unknown,125 g,-85.66667,175,
Northwest Africa 2663,FALSE,1808,(Northwest Africa),Unknown,,-84.60596,162.12374,
Dhofar 890,FALSE,1908,Oman,Unknown,,-84.35363,161.35933,
Northwest Africa 604,FALSE,1908,(Northwest Africa),Unknown,276 g,-84.29352,161.32904,
Northwest Africa 5630,FALSE,1849,(Northwest Africa),Unknown,718 g,-84.27381,161.6875,
Northwest Africa 674,FALSE,1844,(Northwest Africa),Unknown,430 g,-84.27362,161.69377,
Pondana 000,FALSE,1828,Australia,Reserved,,-84.25817,161.38257,
Northwest Africa 639,FALSE,1823,(Northwest Africa),Unknown,76.8 g,-84.23735,161.50437,
Jiddat al Harasis 727,FALSE,1907,"Al Wusta, Oman",L6,301 g,-84,168,
Jiddat al Harasis 734,FALSE,1827,"Al Wusta, Oman",L4,371 g,-86.71667,-141.5,
Deal,TRUE,1829,"New Jersey, USA",L6,28 g,-86.36667,-70,
Forsyth,TRUE,1829,"Georgia, USA",L6,16.3 kg,-86.36667,-70,
Krasnoi-Ugol,TRUE,1829,"Ryazanskaya oblast', Russia",L6,2.44 kg,-86.36667,-70,
Bohumilitz,FALSE,1829,"Jihocesky, Czech Republic","Iron, IAB-MG",59 kg,-86.15351,-124.29386,
Northwest Africa 1157,FALSE,1826,(Northwest Africa),Unknown,2.57 kg,-85.68006,-68.68107,
Northwest Africa 5375,FALSE,1955,(Northwest Africa),Unknown,24.6 g,-85.24067,-90.351,
Delphi,FALSE,2014,"Central Greece and Evvoia, Greece",Doubtful meteorite,,-84.28247,161.36839,
Northwest Africa 5642,FALSE,1975,(Northwest Africa),Unknown,55 g,-84.27377,161.69153,
Northwest Africa 1293,FALSE,1917,(Northwest Africa),Unknown,3.25 kg,-84.25208,161.40562,
Northwest Africa 343,FALSE,1848,(Northwest Africa),Unknown,305 g,-84.21667,160.5,
Northwest Africa 1149,FALSE,1873,(Northwest Africa),Unknown,107 g,-76.18333,157.16667,
Northwest Africa 1365,FALSE,1880,(Northwest Africa),Unknown,107 g,-86.36667,-70,
Launton,TRUE,1830,"England, UK",L6,1060 g,-85.70003,-68.54934,
Perth,TRUE,1830,"Scotland, UK",LL5,2 g,-85.69992,-68.47189,
Northwest Africa 1618,FALSE,1835,(Northwest Africa),Unknown,43.7 g,-85.69784,-69.00393,
Arabia,FALSE,2008,Saudi Arabia,Doubtful stone,,-85.69224,-69.05878,
Northwest Africa 355,FALSE,1927,(Northwest Africa),Unknown,235 g,-85.68027,-68.75903,
Northwest Africa 213,FALSE,2003,(Northwest Africa),Unknown,52 g,-85.63333,-68.7,
Jiddat al Harasis 044,FALSE,1898,Oman,Unknown,,-85.32312,-69.96451,
Northwest Africa 407,FALSE,1922,(Northwest Africa),Unknown,305 g,-84.96811,-67.46166,
Northwest Africa 2931,FALSE,1878,(Northwest Africa),Unknown,,-84.6137,161.88734,
Northwest Africa 1458,FALSE,1966,(Northwest Africa),Unknown,275 g,-84.25553,161.40432,
Northwest Africa 2318,FALSE,1956,(Northwest Africa),Unknown,,-86.71667,-141.5,
Northwest Africa 572,FALSE,1946,(Northwest Africa),Unknown,23 g,-86.36667,-70,
Vouill_,TRUE,1831,"Poitou-Charentes, France",L6,20 kg,-85.69602,-68.99328,
Wessely,TRUE,1831,"Jihomoravsky, Czech Republic",H5,3.75 kg,-85.69516,-69.01524,
Warsaw I,FALSE,1831,"Warszawa, Poland",Doubtful meteorite,,-85.69471,-69.0752,
Northwest Africa 1076,FALSE,1828,(Northwest Africa),Unknown,4 g,-84.25107,161.43009,
Jiddat al Harasis 779,FALSE,1851,"Al Wusta, Oman",L4,57 g,-84.23824,161.46329,
Northwest Africa 308,FALSE,2010,(Northwest Africa),Unknown,470 g,-85.6932,-69.02152,
Walker County,FALSE,1832,"Alabama, USA","Iron, IIAB",74.8 kg,-85.69246,-69.09583,
Northwest Africa 5519,FALSE,1982,(Northwest Africa),Unknown,3.86 kg,-85.68693,-68.37471,
Northwest Africa 1088,FALSE,1864,(Northwest Africa),Unknown,21 kg,-85.66667,175,
Jiddat al Harasis 745,FALSE,1805,"Al Wusta, Oman",L4,30.5 g,-84.96909,-67.47444,
Northwest Africa 5231,FALSE,1922,(Northwest Africa),Unknown,65 g,-84.57628,162.07798,
Northwest Africa 785,FALSE,1821,(Northwest Africa),Unknown,743 g,-84.57236,162.06641,
Dhofar 873,FALSE,1918,Oman,Unknown,,-84.45438,-62.84104,
Northwest Africa 415,FALSE,2009,(Northwest Africa),Unknown,710 g,-84.27382,161.68676,
Northwest Africa 7427,FALSE,1848,(Northwest Africa),L~6_,13.6 g,-72,26,
Northwest Africa 4150,FALSE,1897,(Northwest Africa),H/L6-melt rock,436 g,-86.71667,-141.5,
Blansko,TRUE,1833,"Jihomoravsky, Czech Republic",H6,470 g,-85.69088,-68.52405,
Curvello,TRUE,1833,"Minas Gerais, Brazil",Doubtful meteorite,218 g,-85.69085,-68.96112,
Kandahar (India),TRUE,1833,India,Doubtful stone,,-85.69061,-69.09422,
Northwest Africa 133,FALSE,1815,(Northwest Africa),Unknown,77.6 g,-85.6899,-69.02339,
Northwest Africa 291,FALSE,1823,(Northwest Africa),Unknown,450 g,-85.66667,175,
Northwest Africa 5714,FALSE,1852,Morocco,L5,106.3 g,-84.96747,-67.48559,
Squaw Creek**,FALSE,1838,"Texas, USA","Iron, IIAB",14.5 kg,-84.79042,-62.25241,
Northwest Africa 1953,FALSE,1953,(Northwest Africa),Unknown,67 g,-84.61391,162.1441,
Northwest Africa 1635,FALSE,1871,(Northwest Africa),Unknown,626 g,-84,168,
Northwest Africa 4110,FALSE,1871,(Northwest Africa),L6,309 g,-86.71667,-141.5,
Northwest Africa 2222,FALSE,1901,(Northwest Africa),Unknown,,-86.71667,-141.5,
Northwest Africa 562,FALSE,1877,(Northwest Africa),Unknown,558 g,-86.45,-165.43333,
Dhofar 581,FALSE,1948,Oman,Unknown,,-86.36667,-70,
Jiddat al Harasis 030,FALSE,1902,Oman,Unknown,,-86.36667,-70,
Northwest Africa 5808,FALSE,1876,Morocco,H3.15,730 g,-86.36667,-70,
Charwallas,TRUE,1834,"Haryana, India",H6,12 kg,-85.69009,-69.09991,
Marsala,TRUE,1834,"Sicilia, Italy",Doubtful meteorite,6.8 kg,-85.69004,-69.09557,
Okniny,TRUE,1834,"Volyn, Ukraine",LL6,12 kg,-85.69,-68.83967,
Lime Creek,FALSE,1834,"Alabama, USA","Iron, IAB-ung",20 kg,-85.68999,-68.91822,
Scriba,FALSE,1834,"New York, USA",Pseudometeorite,2.7 kg,-85.68994,-69.09884,
Langeac,TRUE,1981,"Auvergne, France",Pseudometeorite,,-85.60151,-68.46095,
Northwest Africa 2654,FALSE,1811,(Northwest Africa),Unknown,,-84.24539,161.41212,
Dhofar 456,FALSE,1854,Oman,Unknown,,-72,26,
Northwest Africa 2655,FALSE,1878,(Northwest Africa),Unknown,,-86.71667,-141.5,
Northwest Africa 644,FALSE,1856,(Northwest Africa),Unknown,83.2 g,-86.36667,-70,
Aldsworth,TRUE,1835,"England, UK",LL5,700 g,-85.68851,-69.01713,
Charlotte,TRUE,1835,"Tennessee, USA","Iron, IVA",4.3 kg,-85.68851,-68.89082,
Simonod,TRUE,1835,"Rhone-Alpes, France",Doubtful chondrite,1100 g,-85.68849,-67.71507,
Northwest Africa 622,FALSE,1916,(Northwest Africa),Unknown,17.6 g,-85.68134,-68.8249,
Northwest Africa 190,FALSE,1872,(Northwest Africa),Unknown,104 g,-85.67814,-69.05953,
Northwest Africa 1095,FALSE,1919,(Northwest Africa),Unknown,1800 g,-85.66667,175,
Northwest Africa 1726,FALSE,1975,(Northwest Africa),Unknown,46 g,-84.57891,162.02634,
Northwest Africa 1136,FALSE,1959,(Northwest Africa),Unknown,99.7 g,-84.34184,161.40539,
Fengzhen**,FALSE,1935,"Nei Mongol, China","Iron, IIIAB",458 g,-84.28238,161.359,
Northwest Africa 5712,FALSE,1886,(Northwest Africa),Unknown,103.7 g,-84,168,
Dhofar 1219,FALSE,2010,Oman,Unknown,,-76.32861,157.23194,
Northwest Africa 401,FALSE,2008,(Northwest Africa),Unknown,2.06 kg,-86.71667,-141.5,
Northwest Africa 5371,FALSE,1926,(Northwest Africa),Unknown,3.39 kg,-86.56667,-165.11667,
Northwest Africa 1874,FALSE,1815,(Northwest Africa),Unknown,185.2 g,-86.36667,-70,
Aubres,TRUE,1836,"Rhone-Alpes, France",Aubrite,800 g,-85.68835,-68.90241,
Macau,TRUE,1836,"Rio Grande do Norte, Brazil",H5,1500 g,-85.68834,-68.33712,
Mascombes,TRUE,1836,"Limousin, France",L6,1000 g,-85.68834,-68.33969,
Gibeon**,FALSE,1836,"Namaland, Namibia","Iron, IVA",26 t,-85.68832,-68.34102,
Wichita County,FALSE,1836,"Texas, USA","Iron, IAB-MG",145 kg,-85.68831,-68.34107,
Northwest Africa 3036,FALSE,1806,(Northwest Africa),Unknown,,-85.67909,-69.07656,
Northwest Africa 5263,FALSE,1815,(Northwest Africa),Unknown,520 g,-85.67891,-69.0595,
Northwest Africa 4157,FALSE,1864,(Northwest Africa),L3,135 g,-84.59117,162.24766,
Northwest Africa 1350,FALSE,1883,(Northwest Africa),Unknown,88 g,-84.58051,162.00567,
Northwest Africa 5690,FALSE,1863,(Northwest Africa),Unknown,230 g,-84.27374,161.4136,
Dhofar 1255,FALSE,1908,Oman,Unknown,,-84.24917,161.45634,
Northwest Africa 1361,FALSE,1910,(Northwest Africa),Unknown,194 g,-72,26,
Northwest Africa 3020,FALSE,2008,(Northwest Africa),Unknown,,-86.56667,-165.11667,
Um-Hadid,FALSE,1955,"Ash Sharqiyah, Saudi Arabia",Mesosiderite,15.4 kg,-86.36667,-70,
Northwest Africa 270,FALSE,1885,(Northwest Africa),Unknown,466 g,-86.36667,-70,
Northwest Africa 413,FALSE,1958,(Northwest Africa),Unknown,950 g,-85.69049,-69.02725,
Esnandes,TRUE,1837,"Poitou-Charentes, France",L6,1500 g,-85.68779,-68.34962,
